date,source,title,company,link
2026-05-16,LinkedIn,Automation Engineer - Remote,Huzzle.com,https://bg.linkedin.com/jobs/view/automation-engineer-remote-at-huzzle-com-4414569262
2026-05-16,LinkedIn,Automation Engineer - Remote,Huzzle.com,https://ba.linkedin.com/jobs/view/automation-engineer-remote-at-huzzle-com-4414560801
2026-05-16,LinkedIn,Senior QA Automation Engineer,Faro,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-faro-4415532269
2026-05-16,LinkedIn,Senior QA Automation Engineer,Faro,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-faro-4415543030
2026-05-16,LinkedIn,Junior Tester,Sparksoft Corporation,https://www.linkedin.com/jobs/view/junior-tester-at-sparksoft-corporation-4415366934
2026-05-16,LinkedIn,Automation Engineer - Remote,Huzzle.com,https://ro.linkedin.com/jobs/view/automation-engineer-remote-at-huzzle-com-4414557937
2026-05-16,LinkedIn,Automation Engineer,ISQ Recruitment Ltd,https://uk.linkedin.com/jobs/view/automation-engineer-at-isq-recruitment-ltd-4415567731
2026-05-16,LinkedIn,AI and Automation Specialist,Bamboo Works,https://ph.linkedin.com/jobs/view/ai-and-automation-specialist-at-bamboo-works-4415366918
2026-05-16,LinkedIn,Test Automation Engineer,Capgemini,https://in.linkedin.com/jobs/view/test-automation-engineer-at-capgemini-4412002861
2026-05-16,LinkedIn,Senior QA Automation Engineer,CodeLink,https://vn.linkedin.com/jobs/view/senior-qa-automation-engineer-at-codelink-4413294652
2026-05-16,LinkedIn,Test Automation Engineer - Python/Pytest,Capgemini Engineering,https://www.linkedin.com/jobs/view/test-automation-engineer-python-pytest-at-capgemini-engineering-4414976079
2026-05-16,LinkedIn,QE Automation Lead,"Astra-North Infoteck Inc.  ~ Conquering today’s challenges, achieving tomorrow’s vision!",https://ca.linkedin.com/jobs/view/qe-automation-lead-at-astra-north-infoteck-inc-%7E-conquering-today%E2%80%99s-challenges-achieving-tomorrow%E2%80%99s-vision%21-4414493391
2026-05-16,LinkedIn,Automation Engineer - Yokogawa,INTECH Automation & Intelligence,https://pk.linkedin.com/jobs/view/automation-engineer-yokogawa-at-intech-automation-intelligence-4415319554
2026-05-16,LinkedIn,IN_Senior Associate_ QA Automation_GCC_Advisory_Bangalore,PwC India,https://in.linkedin.com/jobs/view/in-senior-associate-qa-automation-gcc-advisory-bangalore-at-pwc-india-4405816600
2026-05-16,LinkedIn,Automation Engineer - Workflow & Process Automation,Huzzle.com,https://uk.linkedin.com/jobs/view/automation-engineer-workflow-process-automation-at-huzzle-com-4414579046
2026-05-16,LinkedIn,Test Automation Engineer,Teal Drones,https://www.linkedin.com/jobs/view/test-automation-engineer-at-teal-drones-4414699629
2026-05-16,LinkedIn,Automation Engineer - Workflow & Process Automation,Huzzle.com,https://es.linkedin.com/jobs/view/automation-engineer-workflow-process-automation-at-huzzle-com-4414573210
2026-05-16,LinkedIn,QA Automation Engineer,SharpAtoms,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-sharpatoms-4415145629
2026-05-16,LinkedIn,Automation Engineer,QCS Staffing,https://ie.linkedin.com/jobs/view/automation-engineer-at-qcs-staffing-4403759229
2026-05-16,LinkedIn,Automation Engineer,Tech Domain Digital,https://uk.linkedin.com/jobs/view/automation-engineer-at-tech-domain-digital-4412012376
2026-05-16,LinkedIn,QA Automation Engineer,Deutsche Bank,https://ro.linkedin.com/jobs/view/qa-automation-engineer-at-deutsche-bank-4411153049
2026-05-16,LinkedIn,Senior QA Automation Engineer,Experian,https://in.linkedin.com/jobs/view/senior-qa-automation-engineer-at-experian-4244454961
2026-05-16,LinkedIn,Automation Engineer,Skills Alliance,https://ie.linkedin.com/jobs/view/automation-engineer-at-skills-alliance-4415066701
2026-05-16,LinkedIn,Senior QA Automation Engineer,Litify,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-litify-4415547312
2026-05-16,LinkedIn,Production data & Automation analyst,Luxfer MEL Technologies,https://uk.linkedin.com/jobs/view/production-data-automation-analyst-at-luxfer-mel-technologies-4411587499
2026-05-16,LinkedIn,Automation QA Engineer,Talener,https://www.linkedin.com/jobs/view/automation-qa-engineer-at-talener-4390366400
2026-05-16,LinkedIn,Automation Tester (Selenium),Recruitify_HR,https://ph.linkedin.com/jobs/view/automation-tester-selenium-at-recruitify-hr-4415106213
2026-05-16,LinkedIn,Automation Engineer,NES Fircroft,https://nl.linkedin.com/jobs/view/automation-engineer-at-nes-fircroft-4413923786
2026-05-16,LinkedIn,Automation Engineer - Workflow & Process Automation,Huzzle.com,https://www.linkedin.com/jobs/view/automation-engineer-workflow-process-automation-at-huzzle-com-4414577140
2026-05-16,LinkedIn,Automation Engineer,Dillon Engineering Services,https://ie.linkedin.com/jobs/view/automation-engineer-at-dillon-engineering-services-4415394459
2026-05-16,LinkedIn,Assistente de Suporte - TI,Cacau Show,https://br.linkedin.com/jobs/view/assistente-de-suporte-ti-at-cacau-show-4411596540
2026-05-16,LinkedIn,"STUDIO DEL QUADRO REGOLAMENTARE APPLICABILE ALLA PRODUZIONE DI IDROGENO DA BIOGAS, AZIONI DI SUPPORTO ALLA RICERCA",Dipartimento della Funzione Pubblica,https://it.linkedin.com/jobs/view/studio-del-quadro-regolamentare-applicabile-alla-produzione-di-idrogeno-da-biogas-azioni-di-supporto-alla-ricerca-at-dipartimento-della-funzione-pubblica-4411184610
2026-05-16,LinkedIn,"STUDIO DEL QUADRO REGOLAMENTARE APPLICABILE ALLA PRODUZIONE DI IDROGENO DA BIOGAS, AZIONI DI SUPPORTO ALLA RICERCA",Dipartimento della Funzione Pubblica,https://it.linkedin.com/jobs/view/studio-del-quadro-regolamentare-applicabile-alla-produzione-di-idrogeno-da-biogas-azioni-di-supporto-alla-ricerca-at-dipartimento-della-funzione-pubblica-4411178924
2026-05-16,LinkedIn,IT Support Representative,Patten Title Company,https://www.linkedin.com/jobs/view/it-support-representative-at-patten-title-company-4415111706
2026-05-16,LinkedIn,Soporte Técnico para Shopping en CABA,IRSA PROPIEDADES COMERCIALES,https://ar.linkedin.com/jobs/view/soporte-t%C3%A9cnico-para-shopping-en-caba-at-irsa-propiedades-comerciales-4414789174
2026-05-16,LinkedIn,Analista de suporte de TI Jr,Privacy,https://br.linkedin.com/jobs/view/analista-de-suporte-de-ti-jr-at-privacy-4411169703
2026-05-16,LinkedIn,Auxiliar de Suporte de TI - SP,Riber,https://br.linkedin.com/jobs/view/auxiliar-de-suporte-de-ti-sp-at-riber-4410664978
2026-05-16,LinkedIn,PRODUCTION SPECIALIST L2,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l2-at-wipro-4411389876
2026-05-16,LinkedIn,Support Safety & Environment,Aditya Birla Group,https://in.linkedin.com/jobs/view/support-safety-environment-at-aditya-birla-group-4414623408
2026-05-16,Nerdin,Analista de suporte técnico JrNEW,MR Consultoria,https://www.nerdin.com.br/vaga_emprego/vaga-analista-de-suporte-tcnico-jr-95614.php
2026-05-17,LinkedIn,TECNICO EN SISTEMAS - BOGOTA,Universidad Pedagógica y Tecnológica de Colombia,https://co.linkedin.com/jobs/view/tecnico-en-sistemas-bogota-at-universidad-pedag%C3%B3gica-y-tecnol%C3%B3gica-de-colombia-4415804350
2026-05-17,LinkedIn,Linux Engineer,MUFG,https://www.linkedin.com/jobs/view/linux-engineer-at-mufg-4415152223
2026-05-17,LinkedIn,Unix/Linux Administrator,DMI,https://www.linkedin.com/jobs/view/unix-linux-administrator-at-dmi-4405351985
2026-05-17,LinkedIn,Linux Engineer,MUFG,https://www.linkedin.com/jobs/view/linux-engineer-at-mufg-4415153193
2026-05-17,LinkedIn,System Engineer Linux (m/w/d),OppCourt,https://de.linkedin.com/jobs/view/system-engineer-linux-m-w-d-at-oppcourt-4412079466
2026-05-17,LinkedIn,Linux (Cloud) Systems Administrator,SolGenie,https://www.linkedin.com/jobs/view/linux-cloud-systems-administrator-at-solgenie-4415536398
2026-05-17,LinkedIn,System Application Support,Kenanga Group,https://my.linkedin.com/jobs/view/system-application-support-at-kenanga-group-4415195440
2026-05-17,LinkedIn,Linux Systems Administrator,eBay,https://in.linkedin.com/jobs/view/linux-systems-administrator-at-ebay-4411524447
2026-05-17,LinkedIn,Junior Linux Systemadministrator (m/w/d),ssystems GmbH,https://de.linkedin.com/jobs/view/junior-linux-systemadministrator-m-w-d-at-ssystems-gmbh-4412042577
2026-05-17,LinkedIn,IT Intern,IKNOWHOW SA,https://gr.linkedin.com/jobs/view/it-intern-at-iknowhow-sa-4415334642
2026-05-17,LinkedIn,Python Selenium C1,Capgemini,https://in.linkedin.com/jobs/view/python-selenium-c1-at-capgemini-4408774286
2026-05-17,LinkedIn,Junior Quality Assurance Engineer,Universidade do Minho,https://www.linkedin.com/jobs/view/junior-quality-assurance-engineer-at-universidade-do-minho-4415384586
2026-05-17,LinkedIn,Automation Engineer,Persistent Systems,https://in.linkedin.com/jobs/view/automation-engineer-at-persistent-systems-4415124105
2026-05-17,LinkedIn,Quality Assurance Automation Engineer,Mphasis,https://in.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-mphasis-4415307653
2026-05-17,LinkedIn,Test Automation Engineer,EPM Scientific,https://fi.linkedin.com/jobs/view/test-automation-engineer-at-epm-scientific-4414206768
2026-05-17,LinkedIn,Entrance Automation Engineer,Trenton General Contracting,https://ae.linkedin.com/jobs/view/entrance-automation-engineer-at-trenton-general-contracting-4412088755
2026-05-17,LinkedIn,General Automation QA Engineer,Jobgether,https://de.linkedin.com/jobs/view/general-automation-qa-engineer-at-jobgether-4415092086
2026-05-17,LinkedIn,General Automation QA Engineer,Jobgether,https://uk.linkedin.com/jobs/view/general-automation-qa-engineer-at-jobgether-4415079448
2026-05-17,LinkedIn,Remote Automation Engineer,Huzzle.com,https://pa.linkedin.com/jobs/view/remote-automation-engineer-at-huzzle-com-4414580008
2026-05-17,LinkedIn,Manufacturing Automation & DFM Engineer – SMT / PCBA,Apple,https://in.linkedin.com/jobs/view/manufacturing-automation-dfm-engineer-%E2%80%93-smt-pcba-at-apple-4414174026
2026-05-17,LinkedIn,TTT-Manual-Automation-Senior,EY,https://in.linkedin.com/jobs/view/ttt-manual-automation-senior-at-ey-4403212545
2026-05-17,LinkedIn,Técnico(a) de Informática - Loja Botucatu,Tenda Atacado,https://br.linkedin.com/jobs/view/t%C3%A9cnico-a-de-inform%C3%A1tica-loja-botucatu-at-tenda-atacado-4414962252
2026-05-17,LinkedIn,Technical Support Technician - Tier 1,TEGUAR,https://www.linkedin.com/jobs/view/technical-support-technician-tier-1-at-teguar-4415378614
2026-05-17,LinkedIn,PRODUCTION SPECIALIST L1,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l1-at-wipro-4414124313
2026-05-17,LinkedIn,ANALISTA SUPORTE JR,Stefanini Brasil,https://br.linkedin.com/jobs/view/analista-suporte-jr-at-stefanini-brasil-4414518829
2026-05-17,LinkedIn,Analista de Suporte N2,Vertem,https://br.linkedin.com/jobs/view/analista-de-suporte-n2-at-vertem-4414412307
2026-05-18,LinkedIn,Linux System Administrator,Excelia,https://pt.linkedin.com/jobs/view/linux-system-administrator-at-excelia-4412232336
2026-05-18,LinkedIn,EDP Staff,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,https://id.linkedin.com/jobs/view/edp-staff-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4415452087
2026-05-18,LinkedIn,IT Staff,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,https://id.linkedin.com/jobs/view/it-staff-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4415456842
2026-05-18,LinkedIn,Linux System Administrator,Rezolve Ai,https://www.linkedin.com/jobs/view/linux-system-administrator-at-rezolve-ai-4416041116
2026-05-18,LinkedIn,Linux Administrator,hackajob,https://uk.linkedin.com/jobs/view/linux-administrator-at-hackajob-4415454735
2026-05-18,LinkedIn,Linux Administrator Level 2,Nyla Technology Solutions,https://www.linkedin.com/jobs/view/linux-administrator-level-2-at-nyla-technology-solutions-4409747145
2026-05-18,LinkedIn,Linux Support Administrator/Engineer,Glint Tech Solutions,https://www.linkedin.com/jobs/view/linux-support-administrator-engineer-at-glint-tech-solutions-4415152456
2026-05-18,LinkedIn,"IT SUPP SPEC I, II, III - Information Technology",Texas Department Of Criminal Justice,https://www.linkedin.com/jobs/view/it-supp-spec-i-ii-iii-information-technology-at-texas-department-of-criminal-justice-4415395836
2026-05-18,LinkedIn,Automation Engineer,MISC Industrial Automation Systems,https://eg.linkedin.com/jobs/view/automation-engineer-at-misc-industrial-automation-systems-4412226314
2026-05-18,LinkedIn,Quality Assurance Automation Engineer,Persistent Systems,https://in.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-persistent-systems-4416029922
2026-05-18,LinkedIn,Automation Engineer,Persistent Systems,https://in.linkedin.com/jobs/view/automation-engineer-at-persistent-systems-4412235143
2026-05-18,LinkedIn,Senior Python Developer,Qualcomm,https://in.linkedin.com/jobs/view/senior-python-developer-at-qualcomm-4313748028
2026-05-18,LinkedIn,QA Automation Engineer,Endava,https://in.linkedin.com/jobs/view/qa-automation-engineer-at-endava-4302634369
2026-05-18,LinkedIn,Python Developer,Virtusa,https://in.linkedin.com/jobs/view/python-developer-at-virtusa-4410396704
2026-05-18,LinkedIn,IN_Senior Associate_ QA Automation_GCC_Advisory_Bangalore,PwC India,https://in.linkedin.com/jobs/view/in-senior-associate-qa-automation-gcc-advisory-bangalore-at-pwc-india-4413963971
2026-05-18,LinkedIn,PLC Testing Engineer,L&T Technology Services,https://in.linkedin.com/jobs/view/plc-testing-engineer-at-l-t-technology-services-4414787396
2026-05-18,LinkedIn,Automation Engineer,Persistent Systems,https://in.linkedin.com/jobs/view/automation-engineer-at-persistent-systems-4414170405
2026-05-18,LinkedIn,Quality Engineer-Automation,IBM,https://in.linkedin.com/jobs/view/quality-engineer-automation-at-ibm-4411156254
2026-05-18,LinkedIn,Up to 28k Pay / Tech Support - Open for Newbies,PT Kino Indonesia Tbk,https://ph.linkedin.com/jobs/view/up-to-28k-pay-tech-support-open-for-newbies-at-pt-kino-indonesia-tbk-4415455627
2026-05-18,LinkedIn,PRODUCTION SPECIALIST L1,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l1-at-wipro-4414468603
2026-05-18,LinkedIn,Production Specialist - L2,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l2-at-wipro-4410440883
2026-05-19,LinkedIn,Soporte IT N1 Junior,Emais Grupo,https://es.linkedin.com/jobs/view/soporte-it-n1-junior-at-emais-grupo-4415655284
2026-05-19,LinkedIn,System Administrator,Planner 5D,https://lt.linkedin.com/jobs/view/system-administrator-at-planner-5d-4416270798
2026-05-19,LinkedIn,Linux Admin,Oxydata Software Sdn Bhd,https://my.linkedin.com/jobs/view/linux-admin-at-oxydata-software-sdn-bhd-4415667359
2026-05-19,LinkedIn,IT Staff,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,https://id.linkedin.com/jobs/view/it-staff-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4415735303
2026-05-19,LinkedIn,Linux/Unix Systems Engineer,Samsung SDS America,https://www.linkedin.com/jobs/view/linux-unix-systems-engineer-at-samsung-sds-america-4416255249
2026-05-19,LinkedIn,IT Staff,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,https://id.linkedin.com/jobs/view/it-staff-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4415737032
2026-05-19,LinkedIn,Unix System Administrator,Verse Consulting,https://uk.linkedin.com/jobs/view/unix-system-administrator-at-verse-consulting-4416097884
2026-05-19,LinkedIn,Linux System Administrator,Peaple Talent,https://uk.linkedin.com/jobs/view/linux-system-administrator-at-peaple-talent-4412290815
2026-05-19,LinkedIn,Administrador de Sistemas - Linux [M/F],ThinkOpen Solutions,https://ar.linkedin.com/jobs/view/administrador-de-sistemas-linux-m-f-at-thinkopen-solutions-4415613922
2026-05-19,LinkedIn,Junior Linux Systems Engineer,Samsung SDS America,https://www.linkedin.com/jobs/view/junior-linux-systems-engineer-at-samsung-sds-america-4416257091
2026-05-19,LinkedIn,Data Center Technician (Nightshift),Microsoft,https://www.linkedin.com/jobs/view/data-center-technician-nightshift-at-microsoft-4415854862
2026-05-19,LinkedIn,System Administrator,iScale Solutions,https://ph.linkedin.com/jobs/view/system-administrator-at-iscale-solutions-4415493026
2026-05-19,LinkedIn,System Administrator / Infrastructure Administrator,LanceSoft Middle East,https://ae.linkedin.com/jobs/view/system-administrator-infrastructure-administrator-at-lancesoft-middle-east-4415663950
2026-05-19,LinkedIn,Soporte IT Semi Senior,América Virtual,https://ar.linkedin.com/jobs/view/soporte-it-semi-senior-at-am%C3%A9rica-virtual-4416467046
2026-05-19,LinkedIn,Junior systems Administrator,Crown Bioscience,https://uk.linkedin.com/jobs/view/junior-systems-administrator-at-crown-bioscience-4416220939
2026-05-19,LinkedIn,Systems Analyst II - Linux,UAB Medicine,https://www.linkedin.com/jobs/view/systems-analyst-ii-linux-at-uab-medicine-4414174463
2026-05-19,LinkedIn,System Administrator,Platin Gaming Ltd.,https://mt.linkedin.com/jobs/view/system-administrator-at-platin-gaming-ltd-4415615656
2026-05-19,LinkedIn,Senior Linux Systems Engineer,Samsung SDS America,https://www.linkedin.com/jobs/view/senior-linux-systems-engineer-at-samsung-sds-america-4416257275
2026-05-19,LinkedIn,Suporte Técnico,Wondercom,https://pt.linkedin.com/jobs/view/suporte-t%C3%A9cnico-at-wondercom-4415724477
2026-05-19,LinkedIn,Senior TechOps Engineer,Momentum,https://ae.linkedin.com/jobs/view/senior-techops-engineer-at-momentum-4416079772
2026-05-19,LinkedIn,Securities Operations Analyst,Safra National Bank,https://www.linkedin.com/jobs/view/securities-operations-analyst-at-safra-national-bank-4415717158
2026-05-19,LinkedIn,Senior Linux Administrator,Peaple Talent,https://uk.linkedin.com/jobs/view/senior-linux-administrator-at-peaple-talent-4412292867
2026-05-19,LinkedIn,AI/ML Testing Engineer,Tata Elxsi,https://in.linkedin.com/jobs/view/ai-ml-testing-engineer-at-tata-elxsi-4415666056
2026-05-19,LinkedIn,Automation Engineer - Monitoring & Dashboard,Capgemini,https://in.linkedin.com/jobs/view/automation-engineer-monitoring-dashboard-at-capgemini-4416265379
2026-05-19,LinkedIn,Automation Engineer,Douglas Control and Automation,https://ie.linkedin.com/jobs/view/automation-engineer-at-douglas-control-and-automation-4415652963
2026-05-19,LinkedIn,Automation Engineer,Persistent Systems,https://in.linkedin.com/jobs/view/automation-engineer-at-persistent-systems-4412246437
2026-05-19,LinkedIn,Automation Engineer,QCS Staffing,https://nl.linkedin.com/jobs/view/automation-engineer-at-qcs-staffing-4412831595
2026-05-19,LinkedIn,AI Engineer (All Levels),HALA,https://sa.linkedin.com/jobs/view/ai-engineer-all-levels-at-hala-4416221050
2026-05-19,LinkedIn,Software Test Automation Engineer,Jeeny,https://pk.linkedin.com/jobs/view/software-test-automation-engineer-at-jeeny-4416091074
2026-05-19,LinkedIn,AI & AUTOMATION ENGINEER,Westlake Securities,https://www.linkedin.com/jobs/view/ai-automation-engineer-at-westlake-securities-4416217314
2026-05-19,LinkedIn,Process Automation Engineer,NRL,https://ie.linkedin.com/jobs/view/process-automation-engineer-at-nrl-4412298550
2026-05-19,LinkedIn,IN_Senior Associate_ QA Automation_GCC_Advisory_Bangalore,PwC India,https://in.linkedin.com/jobs/view/in-senior-associate-qa-automation-gcc-advisory-bangalore-at-pwc-india-4413981059
2026-05-19,LinkedIn,QA Automation Engineer,Zeroport,https://il.linkedin.com/jobs/view/qa-automation-engineer-at-zeroport-4415661102
2026-05-19,LinkedIn,Test Automation Engineer,Tata Technologies,https://www.linkedin.com/jobs/view/test-automation-engineer-at-tata-technologies-4416410362
2026-05-19,LinkedIn,Senior Test Automation Engineer,Capgemini,https://in.linkedin.com/jobs/view/senior-test-automation-engineer-at-capgemini-4414581562
2026-05-19,LinkedIn,R&D Operational Excellence Specialist,PT Kaldu Sari Nabati Indonesia,https://id.linkedin.com/jobs/view/r-d-operational-excellence-specialist-at-pt-kaldu-sari-nabati-indonesia-4415491468
2026-05-19,LinkedIn,Automation Engineer,Samsung SDI America Inc.,https://www.linkedin.com/jobs/view/automation-engineer-at-samsung-sdi-america-inc-4415688402
2026-05-19,LinkedIn,IN_Senior Associate_ QA Automation_GCC_Advisory_Bangalore,PwC India,https://in.linkedin.com/jobs/view/in-senior-associate-qa-automation-gcc-advisory-bangalore-at-pwc-india-4413963972
2026-05-19,LinkedIn,Assistente de Suporte Técnico (matérias primas),Química Anastacio,https://br.linkedin.com/jobs/view/assistente-de-suporte-t%C3%A9cnico-mat%C3%A9rias-primas-at-qu%C3%ADmica-anastacio-4416461130
2026-05-19,LinkedIn,PRODUCTION SPECIALIST L2,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l2-at-wipro-4413036958
2026-05-19,LinkedIn,ANALISTA SUPORTE I,Stefanini Brasil,https://br.linkedin.com/jobs/view/analista-suporte-i-at-stefanini-brasil-4415561114
2026-05-19,LinkedIn,Technical Hardware Support Tier 1,Optix Africa,https://za.linkedin.com/jobs/view/technical-hardware-support-tier-1-at-optix-africa-4416405941
2026-05-19,LinkedIn,PRODUCTION SPECIALIST L2,Wipro,https://in.linkedin.com/jobs/view/production-specialist-l2-at-wipro-4414106230
2026-05-20,LinkedIn,Estagiário de TI,Norsul,https://br.linkedin.com/jobs/view/estagi%C3%A1rio-de-ti-at-norsul-4416978096
2026-05-20,LinkedIn,Senior Linux Systems Administrator - 505778A,DNI (Delaware Nation Industries),https://www.linkedin.com/jobs/view/senior-linux-systems-administrator-505778a-at-dni-delaware-nation-industries-4416661839
2026-05-20,LinkedIn,Linux Engineer,ThoughtLabs Belgium,https://be.linkedin.com/jobs/view/linux-engineer-at-thoughtlabs-belgium-4415767262
2026-05-20,LinkedIn,Jr. System Admin with cloud experienced,Tap Growth ai,https://ph.linkedin.com/jobs/view/jr-system-admin-with-cloud-experienced-at-tap-growth-ai-4415766966
2026-05-20,LinkedIn,Junior Linux System Engineer- STAGE,Reti S.p.A.,https://it.linkedin.com/jobs/view/junior-linux-system-engineer-stage-at-reti-s-p-a-4415764798
2026-05-20,LinkedIn,Linux Administrator,Welvaart,https://pt.linkedin.com/jobs/view/linux-administrator-at-welvaart-4415937042
2026-05-20,LinkedIn,SUPORTE TECNICO,G4F,https://br.linkedin.com/jobs/view/suporte-tecnico-at-g4f-4415934127
2026-05-20,LinkedIn,Analista de Infraestructura y Soporte - Argentina,Periferia IT Group,https://co.linkedin.com/jobs/view/analista-de-infraestructura-y-soporte-argentina-at-periferia-it-group-4415946584
2026-05-20,LinkedIn,أخصائي أمن المعلومات,Dubai Careers - A Smart Dubai Initiative,https://ae.linkedin.com/jobs/view/%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A-%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-at-dubai-careers-a-smart-dubai-initiative-4416640483
2026-05-20,LinkedIn,Linux Administrator,"Sunrise Systems, Inc.",https://www.linkedin.com/jobs/view/linux-administrator-at-sunrise-systems-inc-4415963939
2026-05-20,LinkedIn,System Administrator I – 2 Year Position,Deseret Mutual Benefit Administrators (DMBA),https://www.linkedin.com/jobs/view/system-administrator-i-%E2%80%93-2-year-position-at-deseret-mutual-benefit-administrators-dmba-4416937681
2026-05-20,LinkedIn,Linux System Administrator (Senior-Level),"Link Solutions, Inc.",https://www.linkedin.com/jobs/view/linux-system-administrator-senior-level-at-link-solutions-inc-4412417606
2026-05-20,LinkedIn,Agente Técnico Nivel 1 - Modalidad Híbrida (Ciudad de Guatemala),SCL Consultores,https://gt.linkedin.com/jobs/view/agente-t%C3%A9cnico-nivel-1-modalidad-h%C3%ADbrida-ciudad-de-guatemala-at-scl-consultores-4416951184
2026-05-20,LinkedIn,Linux Engineer,Joby Aviation,https://www.linkedin.com/jobs/view/linux-engineer-at-joby-aviation-4416964932
2026-05-20,LinkedIn,System Admin,Tamimi Commercial,https://sa.linkedin.com/jobs/view/system-admin-at-tamimi-commercial-4415741756
2026-05-20,LinkedIn,Basic Computer Workshop - Hardee,CareerSource Heartland,https://ph.linkedin.com/jobs/view/basic-computer-workshop-hardee-at-careersource-heartland-4416297094
2026-05-20,LinkedIn,Desktop Support Technician Tier 1 Full-Time · On-Site,Grapevine MSP Technology Services,https://www.linkedin.com/jobs/view/desktop-support-technician-tier-1-full-time-%C2%B7-on-site-at-grapevine-msp-technology-services-4416439168
2026-05-20,LinkedIn,System Engineer,PT Berca Hardayaperkasa,https://id.linkedin.com/jobs/view/system-engineer-at-pt-berca-hardayaperkasa-4415780220
2026-05-20,LinkedIn,Linux Engineer,eTeam,https://uk.linkedin.com/jobs/view/linux-engineer-at-eteam-4416637890
2026-05-20,LinkedIn,"Data Center Technician (Weekend, Third Shift Overnight)",Google,https://www.linkedin.com/jobs/view/data-center-technician-weekend-third-shift-overnight-at-google-4416266172
2026-05-20,LinkedIn,Linux Administrator,AMK Technology Sdn Bhd,https://my.linkedin.com/jobs/view/linux-administrator-at-amk-technology-sdn-bhd-4415765004
2026-05-20,LinkedIn,Unix/Linux Administrator,System One,https://www.linkedin.com/jobs/view/unix-linux-administrator-at-system-one-4416969051
2026-05-20,LinkedIn,Quality Assurance Automation Engineer,Trident Consulting,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-trident-consulting-4416924184
2026-05-20,LinkedIn,"SDET - (Python, Automation, Optical Technologies, L0/L1) - 8+ yrs , BLR",Cisco,https://in.linkedin.com/jobs/view/sdet-python-automation-optical-technologies-l0-l1-8%2B-yrs-blr-at-cisco-4407832111
2026-05-20,LinkedIn,Senior Test Automation Engineer,Capgemini,https://in.linkedin.com/jobs/view/senior-test-automation-engineer-at-capgemini-4414564979
2026-05-20,LinkedIn,"Quality Assurance Engineer I, Amazon MX Player",Amazon,https://in.linkedin.com/jobs/view/quality-assurance-engineer-i-amazon-mx-player-at-amazon-4416910942
2026-05-20,LinkedIn,Test Automation Engineer,IT Test Talents,https://nl.linkedin.com/jobs/view/test-automation-engineer-at-it-test-talents-4412267043
2026-05-20,LinkedIn,QA Automation Engineer,Bright Vision Technologies,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-bright-vision-technologies-4416037066
2026-05-20,LinkedIn,Senior QA Automation Engineer,Atem Corp,https://www.linkedin.com/jobs/view/senior-qa-automation-engineer-at-atem-corp-4416931815
2026-05-20,LinkedIn,AI Tester - Remote (US) - Only W2,Saransh Inc,https://www.linkedin.com/jobs/view/ai-tester-remote-us-only-w2-at-saransh-inc-4416412553
2026-05-20,LinkedIn,AI Automation Engineer,"Tyndale Company, Inc.",https://www.linkedin.com/jobs/view/ai-automation-engineer-at-tyndale-company-inc-4415545940
2026-05-20,LinkedIn,Automation Engineer - Workflow & Process Automation,Huzzle.com,https://ca.linkedin.com/jobs/view/automation-engineer-workflow-process-automation-at-huzzle-com-4414580009
2026-05-20,LinkedIn,Automation Engineer,Pale Blue Dot®Recruitment Limited,https://ie.linkedin.com/jobs/view/automation-engineer-at-pale-blue-dot%C2%AErecruitment-limited-4414601964
2026-05-20,LinkedIn,Senior Test Automation Engineer,Capgemini,https://in.linkedin.com/jobs/view/senior-test-automation-engineer-at-capgemini-4415504427
2026-05-20,LinkedIn,Senior Test Automation Engineer,Capgemini,https://in.linkedin.com/jobs/view/senior-test-automation-engineer-at-capgemini-4416258818
2026-05-20,LinkedIn,Senior Automation Quality Engineer - Contract,CreateFuture,https://uk.linkedin.com/jobs/view/senior-automation-quality-engineer-contract-at-createfuture-4402494095
2026-05-20,LinkedIn,Automation Engineer,Copello Global,https://uk.linkedin.com/jobs/view/automation-engineer-at-copello-global-4401623200
